851/2999 4,8G 0,01613 0,006498 0,0007058 0,02333 103 416 0,806 0,6264 0,6284 0,2828 0,04602 0,02032 0,001587
852/2999 4,8G 0,01553 0,006215 0,0008606 0,0226 98 416 0,8038 0,6256 0,6272 0,2812 0,04611 0,02018 0,00159
853/2999 4,8G 0,01416 0,006087 0,0008424 0,02109 60 416 0,8047 0,6245 0,6244 0,2795 0,04604 0,02001 0,001597
854/2999 4,8G 0,01592 0,006445 0,0008581 0,02322 104 416 0,8114 0,6229 0,6253 0,2832 0,04616 0,01994 0,001595
855/2999 4,8G 0,01593 0,006394 0,0008589 0,02319 72 416 0,831 0,641 0,6226 0,2764 0,04622 0,01985 0,001595
856/2999 4,8G 0,0155 0,006328 0,0008725 0,0227 70 416 0,8416 0,6394 0,6263 0,2845 0,04578 0,01966 0,001559
857/2999 4,8G 0,01552 0,006215 0,0008541 0,02259 77 416 0,8555 0,6332 0,6253 0,2827 0,04554 0,01965 0,001548
858/2999 4,8G 0,01541 0,006397 0,0008616 0,02267 79 416 0,8642 0,6442 0,6269 0,2719 0,04555 0,01964 0,001548
859/2999 4,8G 0,01477 0,006239 0,001003 0,02201 97 416 0,8598 0,6435 0,6253 0,2776 0,04554 0,01964 0,001539
860/2999 4,8G 0,01555 0,006556 0,0008368 0,02294 89 416 0,8384 0,6428 0,6239 0,2757 0,0456 0,01974 0,001528
861/2999 4,8G 0,01604 0,006154 0,0008561 0,02305 74 416 0,7754 0,6351 0,6244 0,273 0,04565 0,01969 0,00152
862/2999 4,8G 0,01586 0,006471 0,0009216 0,02325 57 416 0,7491 0,6353 0,6276 0,2703 0,0457 0,01974 0,001539
863/2999 4,8G 0,01516 0,006032 0,0008628 0,02206 77 416 0,794 0,6044 0,6162 0,2719 0,04588 0,01977 0,001575
864/2999 4,8G 0,01441 0,006473 0,0007372 0,02162 70 416 0,7824 0,6157 0,6228 0,2719 0,04598 0,01979 0,001623
865/2999 4,8G 0,015 0,006577 0,0008385 0,02242 84 416 0,7673 0,6183 0,6203 0,2624 0,04621 0,01986 0,001658
866/2999 4,8G 0,01508 0,006239 0,0007742 0,02209 69 416 0,7817 0,6032 0,6122 0,2612 0,04623 0,0199 0,00171
867/2999 4,8G 0,01457 0,005866 0,0007496 0,02118 77 416 0,7932 0,6077 0,6056 0,2602 0,04612 0,01985 0,001733
868/2999 4,8G 0,01486 0,006406 0,000924 0,02219 64 416 0,796 0,6081 0,5943 0,2517 0,0458 0,01987 0,001785
869/2999 4,8G 0,01578 0,006084 0,001037 0,0229 90 416 0,7803 0,6021 0,5894 0,2529 0,04578 0,01994 0,001826
870/2999 4,8G 0,01546 0,006251 0,0009688 0,02268 85 416 0,7605 0,5955 0,5968 0,2585 0,04597 0,01997 0,001846
871/2999 4,8G 0,01498 0,006068 0,0007687 0,02182 87 416 0,7429 0,6104 0,6007 0,2556 0,04625 0,02007 0,001845
872/2999 4,8G 0,01475 0,0062 0,0008121 0,02177 83 416 0,7327 0,6069 0,5998 0,25 0,04651 0,02043 0,00185
873/2999 4,8G 0,01472 0,006257 0,0008243 0,0218 93 416 0,7643 0,5476 0,5936 0,2514 0,04669 0,02059 0,001887
874/2999 4,8G 0,01548 0,006191 0,0008365 0,02251 81 416 0,7131 0,5675 0,5972 0,2533 0,04667 0,02061 0,001909
875/2999 4,8G 0,01559 0,006245 0,0008907 0,02273 73 416 0,7844 0,5511 0,6064 0,2528 0,0467 0,02052 0,001903
876/2999 4,8G 0,01598 0,006197 0,0009647 0,02315 84 416 0,8075 0,5372 0,604 0,25 0,04679 0,02037 0,001906
877/2999 4,8G 0,01553 0,006097 0,0009105 0,02254 91 416 0,7416 0,571 0,6015 0,2505 0,04691 0,02029 0,001915
878/2999 4,8G 0,01517 0,006215 0,0008334 0,02222 77 416 0,7996 0,5763 0,5977 0,2506 0,0469 0,02023 0,001946
879/2999 4,8G 0,01432 0,006026 0,0008187 0,02117 94 416 0,7993 0,5768 0,5991 0,2507 0,04682 0,02022 0,001939
880/2999 4,8G 0,01619 0,006321 0,0009044 0,02342 72 416 0,7956 0,5765 0,607 0,2515 0,04683 0,02025 0,001917
881/2999 4,8G 0,01485 0,006325 0,0009057 0,02208 111 416 0,7912 0,578 0,6107 0,2491 0,04675 0,02034 0,001888
882/2999 4,8G 0,01456 0,006132 0,0007487 0,02144 67 416 0,768 0,58 0,5991 0,2473 0,04669 0,02023 0,001871
883/2999 4,8G 0,01545 0,006217 0,000768 0,02243 73 416 0,7617 0,5848 0,5973 0,2473 0,04657 0,02021 0,001857
884/2999 4,8G 0,01437 0,00582 0,0008634 0,02105 77 416 0,7587 0,5737 0,5981 0,2491 0,04646 0,02016 0,001867
885/2999 4,8G 0,01422 0,006235 0,0007925 0,02125 87 416 0,7459 0,5776 0,601 0,2522 0,04629 0,02023 0,00187
886/2999 4,8G 0,01545 0,006278 0,0007088 0,02243 67 416 0,7209 0,5789 0,5995 0,2533 0,04622 0,02035 0,001877
887/2999 4,8G 0,01476 0,006167 0,0007686 0,0217 73 416 0,714 0,5814 0,6025 0,2505 0,04635 0,02043 0,001896
888/2999 4,8G 0,01636 0,006346 0,0007449 0,02345 59 416 0,7153 0,5785 0,5957 0,2473 0,04646 0,02056 0,001924
889/2999 4,8G 0,01537 0,006299 0,0009097 0,02258 59 416 0,762 0,5559 0,5973 0,2471 0,04653 0,02068 0,001943
890/2999 4,8G 0,01423 0,00601 0,0009265 0,02117 67 416 0,7767 0,5604 0,6068 0,2476 0,04661 0,02074 0,001969
891/2999 4,8G 0,01655 0,006051 0,0008767 0,02348 73 416 0,8033 0,5457 0,6016 0,2455 0,04675 0,02087 0,002012
892/2999 4,8G 0,01455 0,005792 0,0009719 0,02131 59 416 0,7584 0,5634 0,5991 0,2451 0,04679 0,02099 0,002021
893/2999 4,8G 0,01515 0,006212 0,0008175 0,02218 66 416 0,7845 0,577 0,6214 0,2455 0,04683 0,02106 0,002022
894/2999 4,8G 0,01548 0,006278 0,0008609 0,02262 53 416 0,8144 0,568 0,6279 0,2499 0,04684 0,02117 0,002023
895/2999 4,8G 0,01445 0,006103 0,0009699 0,02152 73 416 0,6672 0,6427 0,6259 0,2475 0,04666 0,02134 0,002007
896/2999 4,8G 0,01504 0,006091 0,0007528 0,02188 74 416 0,7788 0,5859 0,6212 0,2415 0,04655 0,02149 0,002021
897/2999 4,8G 0,01506 0,00607 0,0007139 0,02184 59 416 0,7745 0,5872 0,6169 0,2421 0,04658 0,02173 0,002024
898/2999 4,8G 0,01556 0,006262 0,0008193 0,02264 83 416 0,77 0,5765 0,5923 0,2378 0,04635 0,02176 0,00202
899/2999 4,8G 0,01409 0,005874 0,0008547 0,02082 67 416 0,7753 0,5724 0,5968 0,2367 0,04606 0,02175 0,001959
900/2999 4,8G 0,01535 0,00644 0,0008176 0,02261 72 416 0,7751 0,5707 0,5961 0,2379 0,04566 0,02172 0,001807
901/2999 4,8G 0,01566 0,006371 0,000889 0,02292 85 416 0,6705 0,6622 0,6294 0,2499 0,04528 0,0217 0,001659
902/2999 4,8G 0,01526 0,006216 0,0009428 0,02242 64 416 0,7824 0,5866 0,6304 0,2449 0,04503 0,02173 0,001576
903/2999 4,8G 0,01443 0,005938 0,0007893 0,02116 86 416 0,6581 0,6631 0,6199 0,2418 0,04501 0,02179 0,001538
904/2999 4,8G 0,01434 0,006033 0,0007484 0,02113 76 416 0,6678 0,6708 0,6185 0,2442 0,04511 0,02185 0,001536
905/2999 4,8G 0,01582 0,006249 0,0008143 0,02288 59 416 0,8284 0,6114 0,6274 0,2475 0,0453 0,02196 0,001522
906/2999 4,8G 0,01525 0,006108 0,0008731 0,02223 82 416 0,8355 0,6056 0,6337 0,2485 0,04527 0,02202 0,001509
907/2999 4,8G 0,01466 0,006155 0,0007866 0,0216 70 416 0,8339 0,6088 0,6357 0,2455 0,04527 0,02203 0,001523
908/2999 4,8G 0,01536 0,006031 0,0007683 0,02215 75 416 0,8458 0,6128 0,6348 0,2537 0,04526 0,022 0,001553
909/2999 4,8G 0,01484 0,006176 0,000867 0,02189 81 416 0,8413 0,6263 0,6403 0,2565 0,04513 0,02197 0,001545
910/2999 4,8G 0,01517 0,006502 0,0008451 0,02252 89 416 0,8456 0,6274 0,6391 0,2543 0,04519 0,02202 0,001558
911/2999 4,8G 0,01409 0,005794 0,0006946 0,02058 77 416 0,8394 0,6199 0,6231 0,2468 0,04521 0,02194 0,001564
912/2999 4,8G 0,01565 0,006274 0,0007568 0,02268 61 416 0,8208 0,6358 0,6273 0,2535 0,04529 0,02185 0,001574
913/2999 4,8G 0,01487 0,005995 0,0007671 0,02163 70 416 0,8095 0,6409 0,6273 0,2521 0,04548 0,02174 0,001612
914/2999 4,8G 0,01603 0,006283 0,0008269 0,02314 70 416 0,7926 0,6441 0,6315 0,2559 0,0456 0,02162 0,001682
915/2999 4,8G 0,0148 0,006003 0,0008906 0,0217 90 416 0,8343 0,6145 0,6277 0,2532 0,04572 0,02157 0,001744
916/2999 4,8G 0,01359 0,005669 0,0007875 0,02005 105 416 0,8263 0,6195 0,6265 0,2547 0,04574 0,02143 0,001783
917/2999 4,8G 0,01427 0,005745 0,0007941 0,02081 73 416 0,7701 0,6368 0,6162 0,2496 0,04576 0,02122 0,001797
918/2999 4,8G 0,01572 0,00593 0,0008422 0,02249 84 416 0,7651 0,637 0,6224 0,2461 0,04572 0,02113 0,001803
919/2999 4,8G 0,01382 0,005589 0,0007462 0,02015 62 416 0,8081 0,6101 0,6275 0,247 0,04567 0,02107 0,001798
920/2999 4,8G 0,01441 0,005706 0,0007395 0,02086 94 416 0,7777 0,6359 0,6297 0,2484 0,04572 0,02104 0,001795
921/2999 4,8G 0,01498 0,00611 0,0008177 0,02191 54 416 0,7941 0,6354 0,6281 0,2499 0,04578 0,02096 0,001806
922/2999 4,8G 0,01432 0,006178 0,0008478 0,02135 91 416 0,7914 0,6269 0,6169 0,2482 0,0457 0,02089 0,00178
923/2999 4,8G 0,01507 0,005905 0,0008426 0,02182 83 416 0,7949 0,626 0,6178 0,2465 0,04557 0,02097 0,001774
924/2999 4,8G 0,01457 0,005967 0,0008405 0,02137 62 416 0,8026 0,6311 0,6298 0,2485 0,0455 0,02108 0,001731
925/2999 4,8G 0,015 0,006019 0,000865 0,02188 72 416 0,7901 0,6438 0,6337 0,2472 0,04542 0,02116 0,001689
926/2999 4,8G 0,0137 0,005792 0,0008081 0,0203 65 416 0,787 0,6438 0,6313 0,246 0,04529 0,02115 0,001649
927/2999 4,8G 0,01468 0,005811 0,0006897 0,02118 51 416 0,7673 0,6573 0,6338 0,2479 0,04515 0,02104 0,00161
928/2999 4,8G 0,01454 0,006034 0,0008118 0,02138 66 416 0,7994 0,6385 0,6331 0,249 0,04501 0,02078 0,001562
929/2999 4,8G 0,01576 0,006351 0,0008608 0,02297 54 416 0,758 0,6694 0,6314 0,2493 0,04493 0,02071 0,001528
930/2999 4,8G 0,01475 0,005849 0,0007838 0,02139 61 416 0,8066 0,6243 0,6397 0,2532 0,04499 0,02074 0,001526
931/2999 4,8G 0,0143 0,006214 0,000871 0,02139 65 416 0,7956 0,6285 0,6409 0,2484 0,04503 0,02082 0,00152
932/2999 4,8G 0,01428 0,006403 0,000863 0,02155 86 416 0,8056 0,6276 0,6388 0,2456 0,04523 0,02083 0,001521
933/2999 4,8G 0,01346 0,006067 0,000695 0,02022 69 416 0,6619 0,6504 0,6156 0,2399 0,0454 0,02094 0,001482
934/2999 4,8G 0,01452 0,005499 0,0006587 0,02068 73 416 0,658 0,6584 0,6105 0,237 0,04554 0,02109 0,001435
935/2999 4,8G 0,01656 0,006413 0,000855 0,02383 72 416 0,6663 0,6566 0,6124 0,2384 0,04559 0,02117 0,001402
936/2999 4,8G 0,01489 0,00616 0,001093 0,02215 48 416 0,6356 0,6626 0,6106 0,2354 0,04564 0,02123 0,001395
937/2999 4,8G 0,01581 0,006537 0,0009196 0,02326 68 416 0,6547 0,6591 0,6134 0,2379 0,04553 0,0213 0,001381
938/2999 4,8G 0,01592 0,006517 0,0008316 0,02327 74 416 0,6587 0,6619 0,6139 0,2392 0,04536 0,02121 0,00134
939/2999 4,8G 0,01531 0,006401 0,00102 0,02274 89 416 0,6511 0,666 0,6191 0,2385 0,04534 0,0211 0,001316
940/2999 4,8G 0,01451 0,00594 0,0008226 0,02127 104 416 0,6494 0,6568 0,6365 0,2406 0,04531 0,02109 0,001299
941/2999 4,8G 0,01451 0,005993 0,0009612 0,02146 57 416 0,593 0,7111 0,6144 0,2371 0,0453 0,02103 0,001288
942/2999 4,8G 0,01455 0,005796 0,0007687 0,02112 70 416 0,6248 0,7047 0,6183 0,238 0,04524 0,02088 0,001288
943/2999 4,8G 0,01536 0,006306 0,0008882 0,02256 71 416 0,5995 0,6702 0,6062 0,2383 0,04518 0,02077 0,001286
944/2999 4,8G 0,01423 0,00617 0,0009249 0,02132 62 416 0,6295 0,6689 0,6201 0,2387 0,04512 0,02068 0,001286
945/2999 4,8G 0,01457 0,006398 0,0008564 0,02183 61 416 0,6261 0,6786 0,6183 0,235 0,04509 0,02051 0,001261
946/2999 4,8G 0,01476 0,005907 0,0007942 0,02146 81 416 0,6226 0,693 0,6117 0,2308 0,04516 0,02037 0,00124
947/2999 4,8G 0,01509 0,006188 0,0007407 0,02202 47 416 0,6247 0,6948 0,6085 0,2362 0,04525 0,02027 0,001217
948/2999 4,8G 0,014 0,006026 0,001009 0,02104 66 416 0,621 0,6921 0,6095 0,2322 0,04531 0,02019 0,001205
949/2999 4,8G 0,01395 0,006235 0,0009122 0,0211 93 416 0,8036 0,5836 0,6077 0,2349 0,04542 0,02017 0,001198
950/2999 4,8G 0,01512 0,006003 0,0008099 0,02194 66 416 0,8173 0,5803 0,6088 0,2386 0,04553 0,02018 0,001199
951/2999 4,8G 0,0149 0,006035 0,0008885 0,02183 67 416 0,7966 0,5831 0,6163 0,2355 0,04568 0,02021 0,001207
952/2999 4,8G 0,01483 0,006486 0,0007676 0,02208 87 416 0,6305 0,6935 0,6177 0,2388 0,04569 0,0202 0,001192
953/2999 4,8G 0,01454 0,006079 0,0006853 0,02131 66 416 0,7594 0,6148 0,6337 0,242 0,04569 0,02019 0,001185
954/2999 4,8G 0,01499 0,005922 0,0008711 0,02178 60 416 0,8451 0,5776 0,6329 0,2424 0,04563 0,02018 0,001196
955/2999 4,8G 0,0159 0,006366 0,0008609 0,02313 56 416 0,8429 0,5799 0,6288 0,2428 0,04555 0,02016 0,001218
956/2999 4,8G 0,01454 0,006309 0,0008181 0,02167 76 416 0,8405 0,5797 0,6353 0,2408 0,0455 0,02019 0,001226
957/2999 4,8G 0,01514 0,006012 0,0006879 0,02184 93 416 0,8373 0,58 0,6405 0,2423 0,04545 0,02017 0,001228
958/2999 4,8G 0,01404 0,005998 0,0007311 0,02077 82 416 0,8093 0,5946 0,6406 0,2449 0,04541 0,02015 0,001235
959/2999 4,8G 0,0151 0,006274 0,0008683 0,02224 67 416 0,8123 0,5985 0,643 0,2521 0,04544 0,02008 0,001249
960/2999 4,8G 0,01419 0,006071 0,0007619 0,02102 87 416 0,8123 0,6031 0,6426 0,2521 0,04541 0,02005 0,001262
961/2999 4,8G 0,01414 0,006044 0,0008395 0,02102 54 416 0,8328 0,6067 0,6589 0,2518 0,04543 0,02011 0,001263
962/2999 4,8G 0,01491 0,005858 0,0007698 0,02154 85 416 0,8086 0,6172 0,657 0,2495 0,04546 0,0202 0,001264
963/2999 4,8G 0,01474 0,00637 0,00079 0,0219 87 416 0,8011 0,5732 0,6138 0,246 0,04548 0,02025 0,001256
964/2999 4,8G 0,0152 0,006081 0,0008712 0,02215 84 416 0,8136 0,57 0,6087 0,2438 0,04554 0,02028 0,001257
965/2999 4,8G 0,01446 0,005685 0,0007754 0,02092 64 416 0,8092 0,5705 0,6045 0,2437 0,04545 0,02027 0,001265
966/2999 4,8G 0,0143 0,006428 0,0008062 0,02154 55 416 0,807 0,5754 0,6066 0,2438 0,04535 0,02019 0,001258
967/2999 4,8G 0,01563 0,006137 0,0008229 0,02259 60 416 0,8453 0,5591 0,6057 0,2419 0,0453 0,02012 0,001227
968/2999 4,8G 0,01505 0,006002 0,0009067 0,02196 84 416 0,8143 0,5726 0,6103 0,2468 0,04516 0,02012 0,001213
969/2999 4,8G 0,01451 0,006108 0,0008328 0,02145 62 416 0,803 0,5622 0,6036 0,2476 0,04509 0,02021 0,001194
970/2999 4,8G 0,01418 0,005857 0,0007711 0,02081 79 416 0,6281 0,6986 0,6257 0,2471 0,04505 0,02027 0,001178
971/2999 4,8G 0,01536 0,006217 0,000852 0,02243 71 416 0,6274 0,6924 0,6275 0,2493 0,04499 0,0203 0,001172
972/2999 4,8G 0,01428 0,005812 0,0008572 0,02095 66 416 0,804 0,5675 0,6147 0,2481 0,04487 0,02032 0,001166
973/2999 4,8G 0,01494 0,006001 0,000898 0,02184 78 416 0,818 0,5674 0,616 0,2496 0,0447 0,02035 0,001145
974/2999 4,8G 0,01322 0,00589 0,0007749 0,01988 81 416 0,8277 0,5675 0,6359 0,2472 0,04455 0,02035 0,00113
975/2999 4,8G 0,01457 0,005985 0,0006993 0,02125 64 416 0,644 0,6759 0,6334 0,2481 0,04438 0,02037 0,00112
976/2999 4,8G 0,01464 0,005932 0,0007672 0,02133 63 416 0,8536 0,5673 0,6342 0,2446 0,04431 0,02042 0,001107
977/2999 4,8G 0,0147 0,005829 0,000825 0,02136 59 416 0,8657 0,5637 0,6364 0,2425 0,04431 0,0205 0,001097
978/2999 4,8G 0,01377 0,005716 0,0008125 0,0203 65 416 0,8745 0,563 0,6195 0,2353 0,04433 0,02051 0,00109
979/2999 4,8G 0,0141 0,00576 0,0007108 0,02057 60 416 0,858 0,5677 0,6204 0,2351 0,04442 0,0206 0,001104
980/2999 4,8G 0,01489 0,005825 0,0008704 0,02158 74 416 0,8349 0,5683 0,6193 0,2332 0,04446 0,02061 0,001112
981/2999 4,8G 0,01411 0,006078 0,0007568 0,02095 87 416 0,8294 0,5691 0,6231 0,2341 0,04439 0,02063 0,001118
982/2999 4,8G 0,0139 0,005683 0,000761 0,02035 93 416 0,8641 0,5569 0,623 0,2405 0,04437 0,02062 0,00113
983/2999 4,8G 0,01471 0,00592 0,0007679 0,0214 92 416 0,8544 0,5605 0,6197 0,2459 0,04429 0,02067 0,001138
984/2999 4,8G 0,01482 0,006096 0,0009465 0,02186 86 416 0,8501 0,5611 0,6174 0,2443 0,04426 0,02068 0,001157
985/2999 4,8G 0,01439 0,006194 0,0007713 0,02135 78 416 0,8473 0,5616 0,6138 0,2449 0,04427 0,02066 0,00118
986/2999 4,8G 0,01521 0,006034 0,0006972 0,02194 65 416 0,8304 0,5543 0,6032 0,2432 0,04424 0,02071 0,0012
987/2999 4,8G 0,01525 0,006037 0,0007992 0,02209 76 416 0,7973 0,567 0,6001 0,2432 0,0443 0,02069 0,001217
988/2999 4,8G 0,01435 0,005857 0,000835 0,02104 41 416 0,7965 0,5671 0,6006 0,2436 0,04431 0,02072 0,001239
989/2999 4,8G 0,01487 0,005798 0,0007585 0,02143 85 416 0,7837 0,5587 0,5876 0,2382 0,04433 0,02075 0,001266
990/2999 4,8G 0,01532 0,006322 0,0007001 0,02234 61 416 0,7845 0,5587 0,5823 0,237 0,04426 0,02073 0,001285
991/2999 4,8G 0,01464 0,006037 0,0007768 0,02145 64 416 0,7828 0,5587 0,5774 0,2372 0,04423 0,02068 0,001292
992/2999 4,8G 0,01459 0,005847 0,0008072 0,02124 59 416 0,7757 0,5587 0,5752 0,2405 0,0443 0,02068 0,001286
993/2999 4,8G 0,01404 0,006 0,0007429 0,02079 89 416 0,7849 0,5753 0,598 0,2408 0,04441 0,02067 0,001279
994/2999 4,8G 0,01298 0,005707 0,000727 0,01942 78 416 0,7875 0,5754 0,5959 0,2414 0,04458 0,02063 0,00127
995/2999 4,8G 0,01501 0,005702 0,0007334 0,02145 59 416 0,7858 0,5753 0,5956 0,241 0,04471 0,02059 0,001263
996/2999 4,8G 0,01545 0,006091 0,0008132 0,02236 76 416 0,7783 0,5753 0,594 0,2401 0,04482 0,02051 0,001262
997/2999 4,8G 0,01477 0,006096 0,0008487 0,02171 89 416 0,7764 0,5744 0,5951 0,2406 0,04498 0,02044 0,001263
998/2999 4,8G 0,0144 0,006008 0,0008499 0,02125 88 416 0,7921 0,5437 0,5677 0,2384 0,04512 0,02039 0,001262
999/2999 4,8G 0,01426 0,005913 0,0008321 0,02101 63 416 0,7902 0,5426 0,5672 0,2406 0,04517 0,0204 0,001266
1000/2999 4,8G 0,01401 0,006038 0,0008481 0,02089 61 416 0,7875 0,5416 0,5706 0,2391 0,04518 0,02043 0,001274
1001/2999 4,8G 0,01408 0,006239 0,0009018 0,02122 84 416 0,776 0,5396 0,5734 0,2369 0,04518 0,02053 0,001277
1002/2999 4,8G 0,01418 0,005924 0,0007402 0,02085 77 416 0,7855 0,5396 0,5741 0,238 0,04536 0,02065 0,001279
1003/2999 4,8G 0,01434 0,005972 0,0007294 0,02104 71 416 0,8034 0,5313 0,5756 0,236 0,04559 0,02066 0,001272
1004/2999 4,8G 0,01479 0,005972 0,0007566 0,02152 86 416 0,7623 0,5474 0,5756 0,236 0,04573 0,02068 0,00127
1005/2999 4,8G 0,01509 0,006373 0,0008288 0,0223 74 416 0,7603 0,5521 0,5779 0,237 0,04578 0,02071 0,001274
1006/2999 4,8G 0,01486 0,006318 0,0008976 0,02207 76 416 0,6217 0,6458 0,5798 0,2367 0,04587 0,02075 0,001281
1007/2999 4,8G 0,01421 0,006067 0,0008185 0,0211 48 416 0,6247 0,6458 0,5783 0,2357 0,0459 0,02079 0,001284
1008/2999 4,8G 0,0146 0,006122 0,0008225 0,02154 58 416 0,631 0,6458 0,5815 0,2346 0,04596 0,02083 0,001291
1009/2999 4,8G 0,01405 0,005851 0,0008652 0,02076 81 416 0,8133 0,5313 0,5686 0,23 0,04606 0,02086 0,001295
1010/2999 4,8G 0,01413 0,005941 0,0008279 0,0209 83 416 0,8086 0,5313 0,5699 0,2318 0,04612 0,02088 0,001304
1011/2999 4,8G 0,01397 0,0058 0,0008399 0,02061 69 416 0,7974 0,5313 0,5691 0,2315 0,04609 0,0209 0,001308
1012/2999 4,8G 0,01366 0,005885 0,0008044 0,02035 82 416 0,7902 0,5313 0,5652 0,2293 0,04605 0,02093 0,001311
1013/2999 4,8G 0,01444 0,00597 0,000783 0,02119 64 416 0,7794 0,5313 0,5643 0,2279 0,04598 0,02099 0,001311
1014/2999 4,8G 0,01446 0,00581 0,001093 0,02136 63 416 0,7777 0,5512 0,5829 0,2331 0,04594 0,02098 0,001304
1015/2999 4,8G 0,01542 0,006303 0,0007533 0,02248 64 416 0,7878 0,5511 0,5839 0,2306 0,04594 0,02096 0,001302
1016/2999 4,8G 0,01577 0,006206 0,0008186 0,02279 76 416 0,8003 0,5508 0,5842 0,2284 0,04587 0,02092 0,001293
1017/2999 4,8G 0,01393 0,005998 0,0008853 0,02082 87 416 0,7932 0,5503 0,5804 0,2266 0,04581 0,02097 0,001289
1018/2999 4,8G 0,01386 0,005764 0,0009111 0,02054 51 416 0,7863 0,55 0,5822 0,229 0,04571 0,02105 0,001281
1019/2999 4,8G 0,01417 0,005933 0,0009088 0,02101 79 416 0,728 0,5753 0,5784 0,2272 0,04559 0,02112 0,001277
1020/2999 4,8G 0,01399 0,005927 0,0008559 0,02077 63 416 0,7326 0,5749 0,5768 0,2253 0,04537 0,02115 0,001275
1021/2999 4,8G 0,01344 0,005617 0,0006024 0,01966 71 416 0,793 0,5565 0,5766 0,2246 0,0453 0,02113 0,001261
1022/2999 4,8G 0,01481 0,005939 0,0006731 0,02143 64 416 0,7956 0,5549 0,5782 0,2245 0,04522 0,02112 0,001251
1023/2999 4,8G 0,0145 0,005849 0,0008052 0,02115 84 416 0,7633 0,5736 0,5829 0,2313 0,04524 0,02112 0,001244
1024/2999 4,8G 0,01473 0,006097 0,0007209 0,02155 79 416 0,7821 0,5678 0,5827 0,2301 0,04518 0,0211 0,001235
1025/2999 4,8G 0,01459 0,006102 0,0007642 0,02146 86 416 0,7895 0,5635 0,5819 0,2319 0,04506 0,02109 0,001232
1026/2999 4,8G 0,01344 0,005701 0,0007961 0,01994 67 416 0,7934 0,5635 0,58 0,2359 0,045 0,02104 0,001223
1027/2999 4,8G 0,01375 0,005767 0,0008532 0,02037 96 416 0,794 0,5675 0,5809 0,2321 0,045 0,021 0,001214
1028/2999 4,8G 0,01417 0,005792 0,0008372 0,0208 58 416 0,7948 0,5675 0,5815 0,2306 0,04503 0,02096 0,001205
1029/2999 4,8G 0,01485 0,005821 0,0008146 0,02148 80 416 0,8465 0,5459 0,5829 0,2335 0,04501 0,02091 0,001199
1030/2999 4,8G 0,0141 0,006023 0,0007968 0,02093 74 416 0,8533 0,5489 0,5839 0,2346 0,045 0,02092 0,001193
1031/2999 4,8G 0,01422 0,005597 0,0007667 0,02058 80 416 0,8559 0,5495 0,5816 0,2339 0,04502 0,02093 0,001196
1032/2999 4,8G 0,01299 0,005761 0,0007098 0,01947 39 416 0,8578 0,5495 0,5855 0,2372 0,0449 0,02092 0,001198
1033/2999 4,8G 0,0134 0,005504 0,0007974 0,0197 97 416 0,8564 0,5502 0,5844 0,2347 0,04482 0,021 0,001205
1034/2999 4,8G 0,01486 0,006066 0,0007873 0,02171 77 416 0,8418 0,5588 0,5845 0,2345 0,0448 0,02105 0,001212
1035/2999 4,8G 0,01263 0,005556 0,0006639 0,01885 70 416 0,8383 0,5593 0,5868 0,2366 0,04474 0,02106 0,00121
1036/2999 4,8G 0,01437 0,00583 0,0006308 0,02083 71 416 0,8265 0,5657 0,5868 0,2379 0,04466 0,02112 0,001207
1037/2999 4,8G 0,01447 0,006188 0,0007836 0,02145 50 416 0,8233 0,5664 0,6005 0,2386 0,04458 0,02116 0,001199
1038/2999 4,8G 0,01598 0,006023 0,001073 0,02307 69 416 0,8309 0,5651 0,5889 0,2338 0,04454 0,02115 0,001197
1039/2999 4,8G 0,01455 0,005961 0,0008555 0,02137 56 416 0,8388 0,5607 0,5865 0,2374 0,0444 0,02118 0,001195
1040/2999 4,8G 0,01404 0,005817 0,0009421 0,0208 94 416 0,8409 0,5554 0,5851 0,2361 0,04433 0,02121 0,001192
1041/2999 4,8G 0,01458 0,006146 0,0007468 0,02147 71 416 0,8044 0,5675 0,577 0,2317 0,04436 0,02121 0,001186
1042/2999 4,8G 0,01548 0,005881 0,0007275 0,02208 81 416 0,7976 0,5673 0,5755 0,2281 0,04441 0,0212 0,001178
1043/2999 4,8G 0,01484 0,006253 0,0008911 0,02199 84 416 0,8313 0,5515 0,5751 0,2312 0,04445 0,02119 0,001181
1044/2999 4,8G 0,01326 0,005823 0,0008067 0,01989 73 416 0,8277 0,553 0,5756 0,2327 0,04452 0,02122 0,001186
1045/2999 4,8G 0,01453 0,006061 0,0007614 0,02135 81 416 0,7909 0,5675 0,5857 0,2347 0,0445 0,02129 0,001191
1046/2999 4,8G 0,0151 0,006096 0,0008284 0,02202 68 416 0,7911 0,5677 0,5856 0,2372 0,04447 0,02131 0,0012
1047/2999 4,8G 0,0139 0,005656 0,0007732 0,02033 74 416 0,8033 0,5698 0,6037 0,2364 0,04451 0,02129 0,0012
1048/2999 4,8G 0,0129 0,005601 0,0008132 0,01931 84 416 0,8024 0,5681 0,6055 0,2353 0,0446 0,0213 0,001205
1049/2999 4,8G 0,01475 0,006036 0,0008258 0,02161 102 416 0,7975 0,5679 0,608 0,2399 0,04462 0,02133 0,001207
1050/2999 4,8G 0,01456 0,005974 0,0007294 0,02126 57 416 0,8578 0,5448 0,6068 0,2391 0,04462 0,02137 0,001208
