82/2999 4,8G 0,04224 0,01445 0,002618 0,05931 76 416 0,7334 0,7528 0,7656 0,313 0,04722 0,01334 0,001696
83/2999 4,8G 0,04021 0,01465 0,002447 0,0573 56 416 0,7569 0,7379 0,776 0,357 0,04399 0,01306 0,001376
84/2999 4,8G 0,04004 0,01393 0,002408 0,05638 65 416 0,7569 0,7025 0,737 0,2957 0,04664 0,01324 0,001444
85/2999 4,8G 0,04031 0,01433 0,002324 0,05697 91 416 0,8248 0,6922 0,7495 0,3378 0,04918 0,0131 0,001992
86/2999 4,8G 0,0406 0,0141 0,002406 0,0571 72 416 0,7412 0,7209 0,7499 0,3362 0,04136 0,01293 0,001705
87/2999 4,8G 0,03964 0,01431 0,002632 0,05659 66 416 0,7511 0,6385 0,6762 0,288 0,04134 0,01274 0,00139
88/2999 4,8G 0,03962 0,01466 0,002475 0,05675 72 416 0,7807 0,759 0,7928 0,3057 0,0455 0,01289 0,001561
89/2999 4,8G 0,04041 0,01344 0,00224 0,05609 52 416 0,7723 0,7181 0,7115 0,2906 0,04521 0,01276 0,002261
90/2999 4,8G 0,03784 0,01381 0,002056 0,05371 81 416 0,7801 0,6553 0,7724 0,3271 0,04685 0,0126 0,001571
91/2999 4,8G 0,03881 0,01306 0,002334 0,0542 66 416 0,6886 0,685 0,6867 0,3293 0,04487 0,01279 0,001793
92/2999 4,8G 0,03827 0,01389 0,002324 0,05448 79 416 0,7401 0,5758 0,6781 0,3091 0,04983 0,01332 0,003116
93/2999 4,8G 0,0395 0,01414 0,002381 0,05602 61 416 0,7295 0,6357 0,7103 0,3251 0,04299 0,01243 0,001482
94/2999 4,8G 0,03772 0,01415 0,002907 0,05478 64 416 0,667 0,741 0,7359 0,3113 0,04286 0,01236 0,004014
95/2999 4,8G 0,03986 0,0135 0,00224 0,0556 81 416 0,73 0,7368 0,7261 0,3271 0,04233 0,01276 0,001517
96/2999 4,8G 0,03831 0,0137 0,002292 0,05431 83 416 0,7625 0,7327 0,7554 0,3214 0,04558 0,01264 0,001722
97/2999 4,8G 0,03853 0,01393 0,002354 0,05481 105 416 0,7086 0,7398 0,758 0,3569 0,0472 0,01302 0,001638
98/2999 4,8G 0,03894 0,01409 0,00212 0,05515 68 416 0,9277 0,5994 0,7361 0,3266 0,04755 0,0135 0,001583
99/2999 4,8G 0,03776 0,01386 0,00195 0,05357 96 416 0,6753 0,7119 0,7005 0,2993 0,04477 0,01411 0,00187
100/2999 4,8G 0,03858 0,01379 0,002394 0,05476 76 416 0,679 0,7329 0,6956 0,3045 0,04742 0,01409 0,002032
101/2999 4,8G 0,03722 0,01423 0,002287 0,05373 67 416 0,743 0,7404 0,766 0,3345 0,04634 0,01358 0,00159
102/2999 4,8G 0,03813 0,01381 0,001958 0,0539 70 416 0,7831 0,649 0,7339 0,2947 0,04748 0,01281 0,001733
103/2999 4,8G 0,03769 0,01385 0,00212 0,05366 100 416 0,7777 0,6967 0,7491 0,299 0,04458 0,01258 0,001775
104/2999 4,8G 0,03786 0,01281 0,002073 0,05274 75 416 0,7615 0,7006 0,7309 0,3273 0,04901 0,0133 0,001562
105/2999 4,8G 0,03583 0,01363 0,002296 0,05176 96 416 0,6612 0,8374 0,7582 0,3085 0,04685 0,01327 0,001504
106/2999 4,8G 0,03854 0,0138 0,001762 0,0541 50 416 0,755 0,7093 0,7529 0,3287 0,04634 0,01242 0,001335
107/2999 4,8G 0,0371 0,01311 0,00231 0,05251 68 416 0,7102 0,7063 0,6839 0,2821 0,04675 0,01329 0,001506
108/2999 4,8G 0,03624 0,01329 0,001981 0,05151 75 416 0,7085 0,684 0,6814 0,2476 0,04325 0,01384 0,002257
109/2999 4,8G 0,03636 0,01309 0,001791 0,05124 75 416 0,7408 0,6447 0,6994 0,2914 0,04488 0,01386 0,001517
110/2999 4,8G 0,0361 0,01331 0,001974 0,05138 70 416 0,6974 0,6935 0,7199 0,3231 0,0459 0,01401 0,002072
111/2999 4,8G 0,03683 0,01335 0,002209 0,05239 73 416 0,6688 0,6863 0,6816 0,2906 0,04953 0,015 0,002059
112/2999 4,8G 0,03472 0,01342 0,001925 0,05007 77 416 0,7132 0,6827 0,7295 0,2936 0,04684 0,01367 0,001166
113/2999 4,8G 0,03712 0,01296 0,001874 0,05195 77 416 0,7926 0,6279 0,6706 0,242 0,04918 0,01362 0,002338
114/2999 4,8G 0,03663 0,01275 0,001927 0,0513 60 416 0,6794 0,6624 0,6874 0,2786 0,04656 0,01348 0,001387
115/2999 4,8G 0,03667 0,01309 0,002181 0,05194 82 416 0,7163 0,72 0,7281 0,3071 0,04499 0,01344 0,002181
116/2999 4,8G 0,03721 0,01287 0,00198 0,05205 66 416 0,747 0,6991 0,6902 0,2881 0,04554 0,01405 0,002019
117/2999 4,8G 0,03395 0,0124 0,001756 0,0481 82 416 0,6995 0,702 0,6851 0,2937 0,0454 0,0145 0,002442
118/2999 4,8G 0,03662 0,01298 0,002007 0,0516 59 416 0,6744 0,6962 0,6692 0,3048 0,0435 0,01357 0,002031
119/2999 4,8G 0,03625 0,01288 0,001921 0,05105 70 416 0,653 0,688 0,6749 0,287 0,0474 0,01375 0,002501
120/2999 4,8G 0,03571 0,01305 0,002012 0,05077 89 416 0,6715 0,7867 0,7255 0,3062 0,04234 0,01356 0,001533
121/2999 4,8G 0,03406 0,01234 0,001853 0,04826 82 416 0,7982 0,6667 0,7338 0,3044 0,04361 0,01333 0,001412
122/2999 4,8G 0,03512 0,01321 0,002004 0,05034 71 416 0,7899 0,6554 0,6968 0,3017 0,04462 0,0145 0,001934
123/2999 4,8G 0,03387 0,01208 0,001715 0,04766 70 416 0,7283 0,7015 0,686 0,2914 0,04442 0,01377 0,001458
124/2999 4,8G 0,03597 0,01258 0,001713 0,05027 68 416 0,629 0,6635 0,6341 0,2891 0,0469 0,01368 0,00137
125/2999 4,8G 0,03532 0,01297 0,001888 0,05018 84 416 0,7317 0,6514 0,682 0,2896 0,04429 0,01341 0,001703
126/2999 4,8G 0,03274 0,01285 0,002106 0,0477 73 416 0,6801 0,6466 0,6526 0,2732 0,04571 0,01437 0,001812
127/2999 4,8G 0,03498 0,01255 0,002131 0,04966 64 416 0,6859 0,6965 0,712 0,2774 0,04802 0,01382 0,001428
128/2999 4,8G 0,03539 0,01263 0,00198 0,05 114 416 0,7199 0,6827 0,6604 0,2925 0,0438 0,01328 0,001684
129/2999 4,8G 0,03444 0,01244 0,001981 0,04886 74 416 0,7729 0,7295 0,7319 0,303 0,04698 0,01381 0,001533
130/2999 4,8G 0,03251 0,01226 0,001971 0,04675 82 416 0,6414 0,678 0,7117 0,2983 0,04479 0,01377 0,001897
131/2999 4,8G 0,03263 0,01245 0,001774 0,04686 74 416 0,7202 0,6844 0,7227 0,2811 0,04757 0,01353 0,001157
132/2999 4,8G 0,03263 0,01247 0,001828 0,04694 75 416 0,6403 0,6645 0,6653 0,2865 0,04665 0,01341 0,001507
133/2999 4,8G 0,03359 0,01208 0,001874 0,04755 68 416 0,7306 0,6345 0,666 0,3054 0,0434 0,01263 0,001134
134/2999 4,8G 0,03367 0,0126 0,002004 0,04828 57 416 0,7647 0,6554 0,7011 0,2814 0,04439 0,01302 0,001775
135/2999 4,8G 0,03376 0,01171 0,001832 0,0473 68 416 0,7461 0,6426 0,6794 0,2837 0,04411 0,01336 0,001563
136/2999 4,8G 0,03164 0,01174 0,001699 0,04508 67 416 0,7186 0,6804 0,7035 0,2891 0,04027 0,01245 0,001377
137/2999 4,8G 0,03385 0,01269 0,001828 0,04838 62 416 0,817 0,6062 0,6826 0,2801 0,0462 0,01321 0,001568
138/2999 4,8G 0,03374 0,01221 0,00218 0,04813 65 416 0,724 0,6276 0,6677 0,2691 0,04472 0,01361 0,001668
139/2999 4,8G 0,03232 0,01227 0,001776 0,04637 93 416 0,8153 0,6175 0,6998 0,3026 0,04325 0,0132 0,001471
140/2999 4,8G 0,0324 0,01245 0,00208 0,04693 87 416 0,6764 0,7593 0,7442 0,3195 0,04427 0,01387 0,001641
141/2999 4,8G 0,03331 0,01209 0,001952 0,04735 72 416 0,6739 0,6452 0,6287 0,261 0,04805 0,01469 0,002541
142/2999 4,8G 0,03162 0,01179 0,001823 0,04523 60 416 0,7195 0,621 0,652 0,268 0,04767 0,01392 0,002072
143/2999 4,8G 0,03143 0,01152 0,001755 0,04471 69 416 0,6841 0,6425 0,6534 0,2777 0,04965 0,01413 0,002028
144/2999 4,8G 0,03306 0,01136 0,001813 0,04623 74 416 0,8002 0,6858 0,7632 0,2962 0,04692 0,01452 0,001423
145/2999 4,8G 0,03363 0,01157 0,001996 0,0472 54 416 0,8076 0,6222 0,7146 0,3082 0,04451 0,01325 0,001599
146/2999 4,8G 0,03053 0,01207 0,001696 0,04429 77 416 0,8123 0,6776 0,7147 0,2864 0,04536 0,01369 0,001743
147/2999 4,8G 0,03156 0,01182 0,001597 0,04497 67 416 0,7109 0,718 0,7033 0,3014 0,04488 0,01296 0,001466
148/2999 4,8G 0,03225 0,01104 0,001675 0,04497 68 416 0,7369 0,752 0,7213 0,2838 0,04281 0,01347 0,002213
149/2999 4,8G 0,03164 0,01124 0,001905 0,04478 59 416 0,8097 0,6902 0,7071 0,294 0,04479 0,01343 0,00221
150/2999 4,8G 0,0318 0,012 0,001689 0,04549 75 416 0,6436 0,6377 0,6625 0,2627 0,04513 0,01427 0,001498
151/2999 4,8G 0,03256 0,01158 0,001786 0,04593 57 416 0,6431 0,7683 0,7002 0,2856 0,04681 0,01404 0,001964
152/2999 4,8G 0,0323 0,01181 0,001708 0,04583 77 416 0,7297 0,6696 0,6754 0,312 0,044 0,01396 0,001559
153/2999 4,8G 0,03028 0,01107 0,001617 0,04297 65 416 0,7282 0,776 0,7051 0,2933 0,04458 0,01394 0,001405
154/2999 4,8G 0,03008 0,0114 0,001548 0,04302 71 416 0,7399 0,6821 0,699 0,3139 0,04238 0,01433 0,001546
155/2999 4,8G 0,03115 0,01145 0,0016 0,0442 63 416 0,6709 0,6342 0,6465 0,2757 0,04678 0,01428 0,001146
156/2999 4,8G 0,03064 0,01195 0,001638 0,04423 88 416 0,6722 0,6475 0,652 0,2584 0,04706 0,01487 0,001219
157/2999 4,8G 0,03181 0,01177 0,001613 0,04519 69 416 0,7245 0,711 0,7445 0,2902 0,04625 0,01424 0,001567
158/2999 4,8G 0,03119 0,01147 0,001841 0,0445 56 416 0,7683 0,664 0,6986 0,2997 0,04549 0,0145 0,001732
159/2999 4,8G 0,03084 0,01162 0,001687 0,04415 75 416 0,771 0,7119 0,7152 0,2902 0,04644 0,01499 0,001482
160/2999 4,8G 0,03152 0,01159 0,00171 0,04482 68 416 0,7393 0,7418 0,7161 0,2643 0,04663 0,01481 0,001792
161/2999 4,8G 0,03103 0,01172 0,001803 0,04455 81 416 0,7114 0,6672 0,6678 0,2675 0,0462 0,01539 0,001821
162/2999 4,8G 0,03068 0,01128 0,001776 0,04373 86 416 0,8043 0,6915 0,6817 0,2708 0,04547 0,01457 0,001776
163/2999 4,8G 0,03137 0,01182 0,002129 0,04532 91 416 0,6957 0,6974 0,7236 0,2675 0,0471 0,01399 0,001684
164/2999 4,8G 0,03013 0,01147 0,001757 0,04335 75 416 0,7942 0,6475 0,6452 0,2745 0,04453 0,0138 0,002018
165/2999 4,8G 0,03142 0,01129 0,001565 0,04427 75 416 0,7196 0,656 0,6967 0,2905 0,04307 0,01389 0,001731
166/2999 4,8G 0,0294 0,01174 0,001608 0,04274 73 416 0,6626 0,6849 0,6765 0,2774 0,04692 0,01426 0,0015
167/2999 4,8G 0,02887 0,01138 0,001944 0,0422 83 416 0,7044 0,6664 0,6673 0,2504 0,04588 0,01503 0,001649
168/2999 4,8G 0,03181 0,01206 0,002314 0,04618 73 416 0,833 0,593 0,6495 0,2752 0,04735 0,01422 0,001506
169/2999 4,8G 0,02947 0,01178 0,001939 0,04319 75 416 0,8092 0,6143 0,6603 0,2785 0,04749 0,01406 0,001331
170/2999 4,8G 0,03114 0,01137 0,001713 0,04423 71 416 0,65 0,6081 0,5978 0,2405 0,04805 0,01387 0,001626
171/2999 4,8G 0,02993 0,01195 0,001621 0,04351 63 416 0,7155 0,7673 0,6982 0,2951 0,04509 0,01283 0,001221
172/2999 4,8G 0,02953 0,01087 0,001597 0,042 68 416 0,7126 0,6957 0,6976 0,2905 0,04543 0,01404 0,001178
173/2999 4,8G 0,02994 0,01155 0,001539 0,04303 70 416 0,7555 0,6676 0,6999 0,2965 0,04507 0,01373 0,001186
174/2999 4,8G 0,02847 0,01085 0,001451 0,04077 65 416 0,7242 0,6672 0,6955 0,2908 0,04634 0,01419 0,001363
175/2999 4,8G 0,02776 0,01141 0,001606 0,04078 80 416 0,6431 0,6796 0,6688 0,3035 0,04629 0,01433 0,001689
176/2999 4,8G 0,02796 0,01124 0,001552 0,04075 79 416 0,778 0,6294 0,664 0,2779 0,04378 0,01378 0,001524
177/2999 4,8G 0,03028 0,01084 0,001482 0,04261 59 416 0,7071 0,7397 0,7012 0,3087 0,04394 0,01346 0,001573
178/2999 4,8G 0,02874 0,01052 0,001732 0,04099 104 416 0,7377 0,6554 0,6682 0,2909 0,04316 0,015 0,001817
179/2999 4,8G 0,03064 0,0115 0,001728 0,04387 71 416 0,6777 0,7443 0,6943 0,3006 0,04357 0,01436 0,001416
180/2999 4,8G 0,02809 0,01142 0,001534 0,04104 67 416 0,6996 0,6541 0,6804 0,2993 0,04392 0,01427 0,001322
181/2999 4,8G 0,02989 0,01107 0,001774 0,04273 68 416 0,6997 0,6077 0,685 0,3118 0,04463 0,01437 0,00147
182/2999 4,8G 0,0297 0,01139 0,001632 0,04272 74 416 0,8228 0,6644 0,7138 0,2967 0,04355 0,01367 0,00204
183/2999 4,8G 0,02843 0,01033 0,001634 0,0404 67 416 0,8187 0,6694 0,71 0,3092 0,04286 0,01413 0,001486
184/2999 4,8G 0,03052 0,011 0,001817 0,04334 75 416 0,7258 0,6965 0,6912 0,2861 0,04827 0,01473 0,001254
185/2999 4,8G 0,0293 0,01134 0,001956 0,0426 65 416 0,6523 0,685 0,6514 0,2825 0,04911 0,015 0,001322
186/2999 4,8G 0,0282 0,01056 0,001476 0,04024 76 416 0,811 0,6661 0,6987 0,2888 0,05036 0,01547 0,001643
187/2999 4,8G 0,02956 0,01048 0,001434 0,04147 61 416 0,758 0,6117 0,6665 0,2804 0,04771 0,01552 0,001656
188/2999 4,8G 0,03027 0,01118 0,001812 0,04326 80 416 0,8107 0,6435 0,7331 0,3124 0,04555 0,01443 0,001694
189/2999 4,8G 0,02815 0,01052 0,00154 0,0402 74 416 0,7388 0,6836 0,733 0,2926 0,04921 0,01461 0,001826
190/2999 4,8G 0,0297 0,01049 0,001822 0,04202 85 416 0,8161 0,6179 0,6895 0,2918 0,04763 0,01441 0,00174
191/2999 4,8G 0,02919 0,01049 0,001538 0,04122 82 416 0,8661 0,6123 0,7249 0,3214 0,04226 0,01529 0,001832
192/2999 4,8G 0,02806 0,01041 0,001771 0,04024 69 416 0,8597 0,661 0,7308 0,302 0,04403 0,0157 0,00144
193/2999 4,8G 0,02808 0,01042 0,001668 0,04017 67 416 0,7732 0,6835 0,7293 0,3113 0,04606 0,0162 0,001338
194/2999 4,8G 0,02925 0,01058 0,001639 0,04147 87 416 0,7534 0,7537 0,7205 0,2913 0,04561 0,01523 0,001436
195/2999 4,8G 0,02809 0,01056 0,001343 0,03999 92 416 0,6719 0,7364 0,7107 0,3176 0,04343 0,01551 0,001245
196/2999 4,8G 0,02966 0,01066 0,00167 0,04199 68 416 0,7586 0,7059 0,7708 0,313 0,04526 0,01551 0,001545
197/2999 4,8G 0,02743 0,01015 0,001888 0,03947 75 416 0,672 0,7651 0,7212 0,2897 0,04398 0,0144 0,001353
198/2999 4,8G 0,02832 0,01089 0,001457 0,04067 78 416 0,619 0,7231 0,6802 0,2585 0,04559 0,01453 0,001462
199/2999 4,8G 0,029 0,01039 0,001535 0,04092 75 416 0,7975 0,6128 0,669 0,2776 0,04555 0,01534 0,001179
200/2999 4,8G 0,0269 0,01097 0,001554 0,03942 85 416 0,7644 0,7484 0,7482 0,2877 0,04642 0,01464 0,001227
201/2999 4,8G 0,02807 0,01031 0,001565 0,03995 69 416 0,736 0,705 0,6835 0,2682 0,04843 0,01497 0,001743
202/2999 4,8G 0,02732 0,01076 0,001529 0,03961 67 416 0,7397 0,6733 0,6807 0,2809 0,04624 0,01526 0,001555
203/2999 4,8G 0,02755 0,0106 0,001374 0,03952 70 416 0,7377 0,6879 0,6966 0,2836 0,04694 0,01562 0,00147
