0;3,9e-05
10;0,4043
20;0,4011
30;0,7227
40;0,6405
50;0,7409
60;0,7809
70;0,7321
80;0,627
90;0,7724
100;0,6956
110;0,7199
120;0,7255
130;0,7117
140;0,7442
150;0,6625
160;0,7161
170;0,5978
180;0,6804
190;0,6895
200;0,7482
210;0,6656
220;0,6807
230;0,6918
240;0,6515
250;0,651
260;0,6487
270;0,6529
280;0,6555
290;0,73
300;0,7002
310;0,6497
320;0,6397
330;0,652
340;0,6594
350;0,6374
360;0,6385
370;0,6762
380;0,6253
390;0,6533
400;0,6589
410;0,6844
420;0,6399
430;0,6758
440;0,651
450;0,6052
460;0,6687
470;0,6596
480;0,6611
490;0,6268
500;0,6325
510;0,6265
520;0,6706
530;0,6678
540;0,6641
550;0,6852
560;0,6484
570;0,692
580;0,6443
590;0,6375
600;0,5687
610;0,5955
620;0,6827
630;0,6338
640;0,648
650;0,6627
660;0,6386
670;0,6373
680;0,5923
690;0,6184
700;0,6379
710;0,6307
720;0,5968
730;0,6154
740;0,6027
750;0,5992
760;0,584
770;0,6255
780;0,6416
790;0,6469
800;0,6216
810;0,6213
820;0,5933
830;0,6225
840;0,6519
850;0,636
860;0,6239
870;0,5968
880;0,607
890;0,6068
900;0,5961
910;0,6391
920;0,6297
930;0,6397
940;0,6365
950;0,6088
960;0,6426
970;0,6257
980;0,6193
990;0,5823
1000;0,5706
1010;0,5699
1020;0,5768
1030;0,5839
1040;0,5851
1050;0,6068
1060;0,6124
1070;0,608
1080;0,6068
1090;0,5994
1100;0,5882
1110;0,5925
1120;0,5822
1130;0,5819
1140;0,5839
1150;0,5889
1160;0,5717
1170;0,5552
1180;0,5495
1190;0,5536
1200;0,5538
1210;0,5612
1220;0,5556
1230;0,555
1240;0,5536
1250;0,5505
1260;0,5524
1270;0,5419
1280;0,5444
1290;0,5444
1300;0,5338
1310;0,5568
1320;0,525
1330;0,5449
1340;0,5515
1350;0,5709
1360;0,5744
1370;0,5456
1380;0,5598
1390;0,5751
1400;0,5635
1410;0,5696
1420;0,5714
1430;0,5727
1440;0,5627
1450;0,5592
1460;0,5563
1470;0,5583
1480;0,5582
1490;0,5595
1500;0,5635
1510;0,5481
1520;0,5323
1530;0,545
1540;0,5456
1550;0,5458
1560;0,5489
1570;0,5503
1580;0,5502
1590;0,552
1600;0,5522
1610;0,551
1620;0,5516
1630;0,5519
1640;0,5528
1650;0,5533
1660;0,5523
1670;0,5521
1680;0,5536
1690;0,5519
1700;0,554
1710;0,5545
1720;0,5432
1730;0,541
1740;0,5378
1750;0,5505
1760;0,5505
1770;0,5514
1780;0,5518
1790;0,541
1800;0,5524
1810;0,5526
1820;0,5548
1830;0,5571
1840;0,5602
1850;0,5457
1860;0,5432
1870;0,5422
1880;0,5402
1890;0,5416
1900;0,542
1910;0,5421
1920;0,5403
1930;0,5341
1940;0,5469
1950;0,5476
1960;0,5461
1970;0,5471
1980;0,5465
1990;0,5462
2000;0,5487
2010;0,5485
2020;0,5485
2030;0,5501
2040;0,5504
2050;0,5517
2060;0,5522
2070;0,553
2080;0,5526
2090;0,5518
2100;0,5507
2110;0,5509
2120;0,5508
2130;0,5494
2140;0,5493
2150;0,5484
2160;0,5484
2170;0,5492
2180;0,549
2190;0,5484
2200;0,5484
2210;0,5485
2220;0,5491
2230;0,5508
2240;0,5532
2250;0,553
2260;0,5543
2270;0,5534
2280;0,5534
2290;0,5534
2300;0,5525
2310;0,5525
2320;0,5525
2330;0,5524
2340;0,5489
2350;0,5497
2360;0,5634
2370;0,5511
2380;0,5519
2390;0,5518
2400;0,55
2410;0,55
2420;0,5501
2430;0,5512
2440;0,5512
2450;0,5512
2460;0,5514
2470;0,5497
2480;0,5497
2490;0,5498
2500;0,5498
2510;0,5497
2520;0,5497
2530;0,5511
2540;0,5511
2550;0,5511
2560;0,5511
2570;0,556
2580;0,556
2590;0,556
2600;0,556
2610;0,5478
2620;0,5478
2630;0,556
2640;0,553
2650;0,5553
2660;0,5691
2670;0,5682
2680;0,5685
2690;0,5675
2700;0,5676
2710;0,5686
2720;0,568
2730;0,5666
2740;0,5645
2750;0,5644
2760;0,565
2770;0,5646
2780;0,5652
2790;0,5644
2800;0,564
2810;0,549
2820;0,5501
2830;0,5425
2840;0,5405
2850;0,545
2860;0,5438
2870;0,5438
2880;0,543
2890;0,5422
2900;0,5422
2910;0,5418
2920;0,5414
2930;0,5408
2940;0,5412
2950;0,5432
2960;0,5275
2970;0,5216
2980;0,5227
2990;0,5202
